Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
345794865277775,Ashlee Caul for State Representative,Caul for the People,≤100,2
357506957453748,Monique Avila for Southeastern Regional School Committee,Monique Avila for Southeastern Regional School Committee,≤100,1
103058218801998,Value Plan Boosters,These ads ran without a disclaimer,≤100,1
360570570483961,Lindsay Brown For School Board,Elect Lindsay Brown,≤100,2
479175461936523,Healthlink JAX,These ads ran without a disclaimer,≤100,3
106940581051114,Kyza A. Callwood for the Board of Education,Kyza A. Callwood for the Board of Education,≤100,2
464690063393371,Dr. Christine McKain for Pike County Coroner,McKain for Coroner,≤100,1
283710324819091,Lisa's Modern WE Boutique,These ads ran without a disclaimer,≤100,1
185121638021479,Fun magazine express,These ads ran without a disclaimer,≤100,4
111924533586533,Felicia Rabourn State Representative- 47th District,Felicia Rabourn for State Representative,≤100,1
142470772285365,Debt Brite,These ads ran without a disclaimer,≤100,1
198854705109,Scholastic Teachers,These ads ran without a disclaimer,≤100,5
141003159105956,Buy fun magazine,These ads ran without a disclaimer,≤100,4
120079708004265,Minnesota Land Trust,These ads ran without a disclaimer,≤100,5
104330461784837,Old Saybrook Democratic Town Committee,Old Saybrook Democratic Town Committee,≤100,5
339811472558981,Family Freedom PAC,Family Freedom PAC,≤100,7
284819880578,NOI Willingboro,NOI Willingboro,≤100,2
2100072300291099,Edgardo Feliciano Representante Distrito 12,Edgardo Feliciano Representante Distrito 12,≤100,2
108546458849733,Deplorable Politics: A book by David Shaw,Deplorable Politics: A book by David Shaw,≤100,2
393305147201581,Friends of Lamar County Schools,Friends of Lamar County Schools,≤100,2
389457454258513,TIM SCOTT for City Council,TIM SCOTT for City Council,≤100,3
251612234711947,bralalalalasinger,These ads ran without a disclaimer,≤100,1
115357081583583,Test Page,These ads ran without a disclaimer,≤100,1
2095584550723212,Doyle for the Eastern Panhandle,Doyle for the Eastern Panhandle,≤100,4
106635244514263,Pontiac Ques Vote,Pontiac Ques Vote,≤100,1
128353074312,Varsity Sports,These ads ran without a disclaimer,≤100,1
140387249319782,Mary Jane Trapp for Geauga County Common Pleas Court,Citizens for Mary Jane Trapp,≤100,4
108467125266182,Missouri Right to Life Education Fund,Missouri Right to Life Education Fund,≤100,4
103839541551153,Rep. Eric Morrison,Delaware House Democratic Caucus,≤100,2
109876191673645,Power On News,"RESPONSIBLE ENERGY COUNCIL, INC.",≤100,1
1010574125668583,WOC Energy,WOC Energy,≤100,1
114729605267302,Rodney J. Strange - 15th District Chemung County Legislator,Chemung County Legislator Rodney J. Strange,≤100,1
959614474120434,"Mayor Maureen Toms, City of Pinole",Committee to Elect Maureen Toms to Pinole City Council 2020,≤100,2
935548229810714,Louisiana House Republicans,Louisiana House Republican Delegation,≤100,1
404349022768406,Fight Fight Fight 47,Fight Fight Fight 47,≤100,1
404100242791938,Keep Dublin Moving,Keep Dublin Moving – Yes on II 2024,≤100,3
265446360159056,Barnett Harley-Davidson,These ads ran without a disclaimer,≤100,1
280565523063,Boone County Democratic Party,Boone County Democratic Party,≤100,2
99941707269,EPIC Behavioral Healthcare,EPIC COMMUNITY SERVICE INC,≤100,7
160492647901056,Magic Hill - Mercantile,These ads ran without a disclaimer,≤100,2
115285981868793,Cobb Taxpayers Association,These ads ran without a disclaimer,≤100,1
485375707984768,Friends of Elkhorn Community,These ads ran without a disclaimer,≤100,1
528083493938930,Pepperdine School of Public Policy,These ads ran without a disclaimer,≤100,1
362504551087163,NO TRUMP,NO TRUMP,≤100,14
64384032316,Lagniappe Daily,"SOMETHING EXTRA PUBLISHING, INC.",≤100,4
102430055559254,Lost Pattern,These ads ran without a disclaimer,≤100,2
108846592203018,Caitlin Carey for Garfield County Commissioner,Caitlin Carey for Garfield County Commissioner,≤100,2
100792328672570,Pennsylvania Land & Liberty Coalition,These ads ran without a disclaimer,≤100,1
100427762193570,"Liberty, Leadership and Lies","Liberty, Leadership and Lies Podcast",≤100,1
342266965631677,Mikaela Bliven for Eaton County Commissioner,Mikaela Bliven for Eaton County Commissioner,≤100,4
224938260696482,Elect Tina Royal,Elect Tina Royal,≤100,3
273205087827354,Citizens Alliance of Idaho,Citizens Alliance of Idaho,≤100,1
420656261123629,Protect Howell Youth and Community,Protect Howell Youth and Community,≤100,4
404164463091452,Charlie Castell,Charlie Castell,≤100,1
321153551077291,Vote Charles Barton,BARTON FOR SENATE 2024,≤100,5
78234187226,Library of Virginia,Library of Virginia,≤100,1
59281690431,Wisconsin Gun Owners (WGO),"WISCONSIN GUN OWNERS, INC.",≤100,1
342502705614030,Cody Hargis for Southmont School Board,Cody Hargis for Southmont School Board,≤100,1
251350759480,Stand for Children - Tennessee,Stand for Children Leadership Center,≤100,1
733323760054038,Clayton County Democrats,Clayton County Democrats,≤100,1
102465701824604,Brian Beck - Denton City Council District 2,Brian Beck for Denton,≤100,1
218896741298123,Tennessee Coalition of Independent Voters,Tennessee Coalition of Independent Voters,≤100,1
327759757082300,Jack Clary for Gillette City Council,Jack Clary,≤100,1
355774130961060,Kamala Gear 2024,Kamala Gear 2024,≤100,2
177612972101889,"McIntire for Mayor - Hagerstown, MD",Bill McIntire Citizens to Elect Mayor,≤100,1
1452943784933359,Support for Early Learning & Families,SELF --- SUPPORT FOR EARLY LEARNING & FAMILIES,≤100,6
388480057680472,Gay Celebrity Crushes,These ads ran without a disclaimer,≤100,1
157630441855,Oregon Rural Action,"OREGON RURAL ACTION, INC.",≤100,2
11074328022,Carolina Development,UNC-Chapel Hill Office of University Development,≤100,1
103084598877409,Marty Causer For State House,Friends of Martin Causer,≤100,1
199677593224575,Carnell Taylor for Nash County Commissioner,Carnell Taylor for Nash County Commissioner,≤100,2
107476535608624,Kimberlee4Action,Kimberlee Walter,≤100,2
44821074152,Go For Broke National Education Center,GO FOR BROKE NATIONAL EDUCATION CENTER,≤100,2
1528841147346148,"Yoosefian Law Firm, P.C.",These ads ran without a disclaimer,≤100,1
645371345491312,ColGay Pride of Columbus Georgia,"THE DEBRA SMITH WELLNESS CENTER, INC.",≤100,2
104645812451245,City of Brotherly Love,MomsRising Education Fund,≤100,6
830890360316751,Nick Hanauer,Civic Action,≤100,1
288226384540377,City of Malibu - Government,"City of Malibu, CA",≤100,4
102277115688995,Patriot News Headquarters,I Love My Freedom,≤100,3
104730159220500,kazeemcomedy,These ads ran without a disclaimer,≤100,1
627951147293090,Fat Finger,Fat Finger LLC,≤100,1
323531717519171,Re-Elect Ernesto Querijero for Ann Arbor School Board,FRIENDS OF ERNESTO QUERIJERO,≤100,3
131282813577755,City of Ventura Environmental Sustainability,City of Ventura Environmental Sustainability,≤100,2
243863002145803,Linsey Rogers for Montmorency County Treasurer,Linsey Rogers for Montmorency County Treasurer,≤100,1
340573205959601,Rep. Valerie Maglio Longhurst,Delaware House Democratic Caucus,≤100,1
811900825495982,Niskanen Center,The Niskanen Center,≤100,1
412761758586850,Brad Cundy Casper College Trustee Candidate,Brad Cundy,≤100,1
263154986888743,Alberto Carrillo For City Council District 3,Adalberto Carrillo III,≤100,1
169084273164941,International marine coatings,These ads ran without a disclaimer,≤100,1
135000436511616,Texas Tech University Health Sciences Center,Texas Tech University Health Sciences Center,≤100,2
100817926641693,North Side Baptist Church,These ads ran without a disclaimer,≤100,1
1720878078241107,Conservative Move,Conservative Move,≤100,1
898259296956165,Double Kick,These ads ran without a disclaimer,≤100,1
403869476133534,Spartan Forward,Spartan Forward,≤100,2
1082531218803448,Friends of FCWS,"FIRST COAST WOMEN'S SERVICES, INC.",≤100,2
249798724878938,Rooted Change,These ads ran without a disclaimer,≤100,1
107420135613519,Atelier,These ads ran without a disclaimer,≤100,1
397571473447633,Rise for One Million,These ads ran without a disclaimer,≤100,1
105169202356311,Bryce Eddy,Bryce Eddy,≤100,2
453012314555074,Investment alliance,These ads ran without a disclaimer,≤100,1
106692351729063,USA Connect,These ads ran without a disclaimer,≤100,1
383548868815026,Keith Swank for Sheriff,These ads ran without a disclaimer,≤100,1
170369186351846,One Aim Illinois,One Aim Illinois,≤100,2
112914455169747,Allureismyfavfeeling,These ads ran without a disclaimer,≤100,2
303734409493165,Jack Aakhus for Bemidji School Board,Jack Aakhus for Bemidji School Board,≤100,1
109568394716964,House Of Hope 4 Children,These ads ran without a disclaimer,≤100,1
253269854543267,Defeat By Truth,Resist This PAC,≤100,3
140588053622,DAP Health,These ads ran without a disclaimer,≤100,2
112094401523333,Rep. David Paige,David Paige for New Hampshire,≤100,3
106876772293319,Vox Oculus Consulting,Vox Oculus Consulting,≤100,2
131201140086245,Lucia Valentine For WV,Valentine For WV,≤100,2
109605497340946,Dunns Bridge Solar Project,"NEXTERA ENERGY RESOURCES, LLC",≤100,2
156297848506,Worker Justice Wisconsin,"WORKER JUSTICE WISCONSIN, INC.",≤100,3
517847528666178,Minnesota Local News - News Break,These ads ran without a disclaimer,≤100,2
340860045786698,"Goshen, NY Democratic Committee",Town of Goshen Democratic Committee,≤100,4
128562791528,Grassroots Northshore,GRASSROOTS NORTH SHORE,≤100,1
18479402361,No Kid Hungry,These ads ran without a disclaimer,≤100,5
302482962955282,StudyBuddy,These ads ran without a disclaimer,≤100,1
841409119245298,We are Costa Mesa,We Are Costa Mesa,≤100,1
335720052967020,Wage Claim Now,These ads ran without a disclaimer,≤100,2
106740588783254,Fayette County Republican Committee - PA,Fayette County Republican Committee,≤100,1
44660013720,CAIR Oklahoma,These ads ran without a disclaimer,≤100,1
81372493950,POET,"POET, LLC",≤100,49
142278567941,Massachusetts Teachers Association,MASSACHUSETTS TEACHERS ASSOCIATION,≤100,1
237918060175844,"Juan Vega “Veguita""",Comité Amigos Juan Vega,≤100,23
172673437260,Domestic Violence Prevention Network - DVPN,These ads ran without a disclaimer,≤100,1
404323029438056,Lawrence Delgado,These ads ran without a disclaimer,≤100,2
169138849139,Santa Margarita Water District,Santa Margarita Water District,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,1
102897856020654,Prime Coverage Solutions,These ads ran without a disclaimer,≤100,1
111330360578632,Christopher Childs for Titusville City Council,Christopher Childs for Titusville City Council Seat 2,≤100,1
430581226812547,Get out the Vote. Get Paid.,Center for Campaign Innovation,≤100,6
109162684744191,Blake Harris Law,These ads ran without a disclaimer,≤100,1
444180572105187,Cat Dads For Kamala,"J Volpe, LLC",≤100,1
426202137248604,Homeowners Financial Relief,Recommended for you,≤100,137
46598763387,McDonald's Magic City Classic presented by Coca-Cola,These ads ran without a disclaimer,≤100,1
43436308383,The Museum of Contemporary Art,These ads ran without a disclaimer,≤100,1
678483175634702,Tanya Velishek Mayor of Jordan,Tanya Velishek Mayor of Jordan,≤100,2
177432868779710,Together Purple,PALMER FOR PRESIDENT,≤100,3
370783806625168,Alliance for Housing Justice,PUBLIC ADVOCATES INC,≤100,4
401288179728557,St. Clair Conservatives,St Clair Conservatives,≤100,1
156554894397999,Springfield No One Leaves,Springfield No One Leaves,≤100,2
107990997641741,Zack A Knight,These ads ran without a disclaimer,≤100,1
449545014904524,American Potential,AMERICAN POTENTIAL % WILLIAM B CANFIELD,≤100,1
283455041526972,Karen Goodenough for Cass County Commissioner,COMMITTEE TO ELECT KAREN GOODENOUGH,≤100,1
465818143278217,"America's Future Fund, Inc.","America's Future Fund, Inc.",≤100,1
22268669123,Sarah Jones,These ads ran without a disclaimer,≤100,1
410210505490352,The Conservative's Closet,These ads ran without a disclaimer,≤100,2
106813817811047,Frank Castillo Personal Page UISD BOARD Member District 7,These ads ran without a disclaimer,≤100,1
212886965482662,Pete Muller Music,These ads ran without a disclaimer,≤100,1
269790182889386,Dorothy Burton,Dorothy Burton,≤100,1
234996616359931,Jennifer A. Paul for St. Cloud City Council 2,Jennifer A. Paul for St. Cloud City Council 2,≤100,2
102525388320184,The Orion Amphitheater,These ads ran without a disclaimer,≤100,1
154399394571751,Big Life Foundation,BIG LIFE FOUNDATION USA,≤100,1
429212357219362,Sofia Nails,These ads ran without a disclaimer,≤100,2
75748791989,"BayCare Clinic, LLP",These ads ran without a disclaimer,≤100,1
130893596774365,Vote Yes for Farmington Students,Vote Yes for Farmington Students,≤100,3
106861420924212,"Sean Olsen for School Board, Eastern Carver County Schools",Sean Olsen for School Board,≤100,1
1223341447695756,Ringwood Yesterday Today and Tomorrow,Ringwood Yesterday Today and Tomorrow,≤100,1
144774322208562,SAVE,SAVE Action PAC,≤100,1
586923928036132,CIPS Leadership with Dorothy Burton,CHRISTIANS IN PUBLIC SERVICE,≤100,3
149560108417028,"Cumberland County Prosecutor's Office, NJ","CUMBERLAND, COUNTY OF (INC)",≤100,2
108827086933,American Built Clothing,These ads ran without a disclaimer,≤100,1
452911207903472,Homeowners Subsidy Finder,Recommended for you,≤100,39
375661802304533,Blake Stevens for District 7 House,Blake Stevens for DIstrict 07 House,≤100,2
263075283561630,Garfield Scott for TN 68,Garfield Scott TN68,≤100,1
211847236218083,"Bill McDaniel, City Manager",City of Plant City,≤100,6
1222508667918539,Hands Off Our Schools Action,Hands of Our Schools,≤100,9
919317284843831,Karen Keith,Karen Keith for Tulsa Mayor 2024,≤100,2
110627815623797,Minnesota Pork,These ads ran without a disclaimer,≤100,1
101168741557700,El Paso County Libertarian Party,El Paso County Libertarian Party,≤100,2
28896772146,San Diego Zoo,These ads ran without a disclaimer,≤100,4
114447000254352,Mayor Shannon E. Glover,Mayor Shannon E. Glover,≤100,1
606905009519903,Clean Earth 4 Kids,These ads ran without a disclaimer,≤100,1
108544165919,VOCES,These ads ran without a disclaimer,≤100,1
106773487736802,People Support,Healthcare Support,≤100,13
100787394928683,Not In Our America,Not In Our America,≤100,4
1907921789531594,The History of Black Philadelphia,The History of Black Philadelphia,≤100,2
324904297663184,Senator Brad Farrin,Brad Farrin for Senate,≤100,1
317518654969275,Nevadans for Barnhill,Nevadans for Barnhill,≤100,3
102335122352694,Mark Zacharda for State Representative,COMMITTEE TO ELECT MARK ZACHARDA,≤100,2
216650472350996,K9 PTSD Center,"K9 PTSD CENTER, INC",≤100,2
395691093823341,Family Values at Work,FAMILY VALUES AT WORK A MULTISTATE CONSORTIUM INC,≤100,2
19774119425,Habitat for Humanity,Habitat for Humanity International,≤100,2
101788534988850,Untold Latino Stories Arizona,Real Voices Media,≤100,5
216224155607687,Francoise Sullivan for BOE,Committee to Elect Francoise Sullivan,≤100,4
364481220088144,Stop Aurora Pit Bull Ban,These ads ran without a disclaimer,≤100,1
175471555835011,City of Allentown,These ads ran without a disclaimer,≤100,1
174672489258588,Embrace Relief,These ads ran without a disclaimer,≤100,1
263058176886268,Angela Orr,Committee to Elect Angela Orr,≤100,1
425606977304012,Kamala Harris - Tim Walz  2024 Rally Caps,Americal Has A Future,≤100,1
136120379594664,Scott Needham for County Commissioner,Scott Needham for County Commissioner,≤100,2
717234078288627,Valen Scott Vergara,These ads ran without a disclaimer,≤100,1
115693458220298,Hope Fussner for Vanderburgh County Commissioner,Hope Fussner for Vanderburgh County Commissioner,≤100,4
392683144674817,American Patriots 2,Trending Views,≤100,1
101321845627146,EverCare Benefits,EverCare Benefits Group,≤100,6
189856634217669,Vote 4 Sandy,Vote 4 Sandy,≤100,1
172986976214942,Montag & Caldwell,These ads ran without a disclaimer,≤100,1
372376052631109,Elect Carter Beck,Elect Carter Beck,≤100,3
553269484686930,Bautista for Commissioner,Bautista for Commissioner,≤100,5
144971915368153,The Nuclear Company,These ads ran without a disclaimer,≤100,1
183127258217006,"Charles ""Chuck"" Maher - Will County Executive","Charles ""Chuck"" Maher - Will County Executive",≤100,5
2273299952928579,Rep. Kendra Johnson,Delaware House Democratic Caucus,≤100,1
1941356579284705,Rep. Sherry Dorsey Walker,Delaware House Democratic Caucus,≤100,1
401512573052164,Lazo for Democracy,These ads ran without a disclaimer,≤100,2
101895018229248,Boone County Republican Central Committee,Boone County Republican Central Committee,≤100,3
112345203495202,Gregorio Matías,Gregorio Matías,≤100,35
28091812643,Minnesota Center for Environmental Advocacy,MINNESOTA CENTER FOR ENVIRONMENTAL ADVOCACY,≤100,1
397437474008,Centre Volunteers in Medicine,These ads ran without a disclaimer,≤100,5
404456939411680,Dr. Hong Diana Zhao for Walnut City Council,These ads ran without a disclaimer,≤100,2
109521862039834,Yorkville Herald,Yorkville Herald,≤100,1
112034331883500,Liberty & Justice For All,Liberty and Justice for All,≤100,1
400795696454382,Aimi X. for City Council,These ads ran without a disclaimer,≤100,1
261433850397650,Bruno Pereira,Bruno Pereira For Congress,≤100,2
108180206470137,Iowans for Wind & Solar,270 Strategies,≤100,24
753777097992228,Liberty Hill Publishing,Liberty Hill Publishing,≤100,3
116664126486,Christian County Republican Party,Christian County Republican Party,≤100,2
123473637507807,Adam Beaty for State Representative,Beaty for Illinois,≤100,1
115478351599974,Marshall Slot for Fort Bend County Sheriff,These ads ran without a disclaimer,≤100,1
407057575828255,Deal Spotter,These ads ran without a disclaimer,≤100,1
1719214421522805,Duke Engineering Masters Programs,These ads ran without a disclaimer,≤100,1
139264732781068,Coconino County,These ads ran without a disclaimer,≤100,1
108902689142348,Siduri Wines,These ads ran without a disclaimer,≤100,1
1545186198845028,Jeni Dominelli,These ads ran without a disclaimer,≤100,2
102130305768902,Patrioticustom,These ads ran without a disclaimer,≤100,2
100684351393493,Innovatronix Microphotobooth + IDMaker,These ads ran without a disclaimer,≤100,1
405760402616968,Association of Housing Heros,Association of Housing Heros,≤100,3
390475457475921,Ali Bhojani for Pembroke Pines City Commissioner,These ads ran without a disclaimer,≤100,1
139235326093086,Herno,These ads ran without a disclaimer,≤100,1
101371422573082,Empowering Americans Together,These ads ran without a disclaimer,≤100,1
207196529299582,Tzu Chi USA,These ads ran without a disclaimer,≤100,1
427079633817268,Andrew Winters for School Board,Andrew Winters for School Board,≤100,9
103062139026512,American Survey Team,These ads ran without a disclaimer,≤100,1
400244906718475,New Jersey Turnpike Authority,These ads ran without a disclaimer,≤100,1
373850892474448,Search Central,These ads ran without a disclaimer,≤100,1
631441150208165,Kids First Medina,Kids First Medina,≤100,3
528015314386647,Our Daughters International,Our Daughters International,≤100,2
106212601844864,Wonderry,Wonderry,≤100,60
67328146931,Lighthouse International Film Festival,These ads ran without a disclaimer,≤100,1
108974462561,Freddie Mac,Freddie Mac,≤100,3
721414854734789,Justice Tim Whittenburg Pope Co. Quorum Court District 3  JP,Justice Tim Whittenburg Pope Co. Quorum Court District 3  JP,≤100,2
334834453042829,Corenia for School Board,Corenia for Office,≤100,2
1005149439523237,DC Department of Behavioral Health,DC Department of Behavioral Health,≤100,7
192990720863,New York City Housing Authority (NYCHA),New York City Housing Authority,≤100,5
57577167956,"The Wisconsin Academy of Sciences, Arts and Letters","Wisconsin Academy of Sciences, Arts & Letter",≤100,5
323703552395181,Corey Jones For East Side School Board,Friends of Corey Jones,≤100,2
599482396774192,CUDDLY,These ads ran without a disclaimer,≤100,2
18107421115,Investor's Business Daily,These ads ran without a disclaimer,≤100,1
741853419184237,"Putnam County, Ohio Republican Party",Putnam County Republican Party Central Committee,≤100,1
105389926221492,Social Venture Partners Boston,Social Venture Partners Boston Inc.,≤100,1
1471523363105552,Central Midwest Carpenters,INDIANA REGIONAL COUNCIL OF CARPENTERS,≤100,1
568901126607625,Pace Scheduler,These ads ran without a disclaimer,≤100,2
230806967409654,Bernadette Suarez,Suarez for Mayor 2024,≤100,1
413012138713782,Democratic Environmental Caucus of Florida (DECF),DEM ENVIRONMENTAL CAUCUS OF FL,≤100,7
413077631882962,Springs for Lex 2,Springs for Lex 2,≤100,1
107944438025138,Team Action Inc.,Team Action Inc,≤100,4
131314590235972,DW Español,These ads ran without a disclaimer,≤100,1
134006129790048,Save Prairie Village,Save Prairie Village,≤100,3
28369746704,Momentum Wheels for Humanity,These ads ran without a disclaimer,≤100,1
127235944656594,Elect Patty Gustin to DuPage County Board- District 5,These ads ran without a disclaimer,≤100,1
429915063544101,Save McAllen,McAllen Firefighters for Responsible Government and McAllen Public Safety Advisory Committee,≤100,1
334009667014106,Michigan AutoGas,CR Marketing,≤100,2
888701094517255,Jim Posch for Cleveland Heights,FRIENDS FOR JAMES POSCH,≤100,1
360091023852457,Vote Frank Lozano,Vote Frank Lozano,≤100,2
518099881572771,Phuket City,These ads ran without a disclaimer,≤100,2
104232365833321,Kingdom Builders International Ministries,These ads ran without a disclaimer,≤100,1
302649296268310,P&C Apparel,These ads ran without a disclaimer,≤100,1
141653105701775,Buzzworthy Byte,These ads ran without a disclaimer,≤100,1
106387668715465,Arndrea Waters King,Arndrea Waters King,≤100,1
1918045064956046,Подготовка к Интервью на Гражданство США - www.usacitizeninterview.com,These ads ran without a disclaimer,≤100,4
103447698495017,Oviedo Community News,Oviedo Community News,≤100,1
69039563201,Global Christian Relief,These ads ran without a disclaimer,≤100,3
428497370344740,Hats For Harris,Hats For Kamala,≤100,3
1215009278515650,"Funding Democracy, the economics of freedom",These ads ran without a disclaimer,≤100,2
107078037782753,"Kevin Park, Santa Clara City Council Member, District 4","Re-elect Kevin Park for Council District 4, 2024",≤100,1
350064118199997,Keri Lynn Baert for 2024 RSM City Council - District 3,Keri Lynn Baert for 2024 RSM City Council District 3,≤100,4
100364185463048,Angel Studios,These ads ran without a disclaimer,≤100,1
432735506581264,Investment Wealth Guide,These ads ran without a disclaimer,≤100,1
17168992485,Carnegie Hall,These ads ran without a disclaimer,≤100,1
256600864211521,"Faith, Hope and Love",These ads ran without a disclaimer,≤100,1
104435542622334,Washoe County District Attorney's Office,Washoe County District Attorney's Office,≤100,2
139525763310375,Bridgeport Generation Now Votes,Bridgeport Generation Now Votes Incorporated,≤100,1
980469952083315,Kelly Bush for City Commissioner,Kelly Bush for City Commissioner,≤100,3
265268336865693,Do Amore,These ads ran without a disclaimer,≤100,1
1438611166366121,Myanmar Gazette,Myanmar Gazette,≤100,1
132555333265084,Jerica for Congress,JERICA FOR CONGRESS,≤100,1
102657208510699,iamironbryan,These ads ran without a disclaimer,≤100,1
351244834736685,Conquer Countries,These ads ran without a disclaimer,≤100,11
297430116792593,Randall Mulkins for Putnam County Legislature,Randall Mulkins Citizens For,≤100,2
111505852238468,AARP Delaware,AARP,≤100,1
335174736354310,Strong Women T-shirts - readersrelish.com,These ads ran without a disclaimer,≤100,25
110372755383460,Jordan Juarez,Commitee to Elect Jordan Juarez,≤100,15
821724851245210,Boone County Indiana Republican Party,Boone County Republicans,≤100,1
395252440331948,Patriot Shirt Co.,Patriot Shirt Co.,≤100,1
759050407538750,Construction Dive,These ads ran without a disclaimer,≤100,1
104891045181668,Andrea Justus - WISD Place 1 Trustee,These ads ran without a disclaimer,≤100,2
169116656294081,Good Boys Rule,These ads ran without a disclaimer,≤100,1
271214643373510,Peace River Designs,Peace River Designs,≤100,1
425395593992248,Fundstrat - Thomas Lee,These ads ran without a disclaimer,≤100,2
423943817474784,The Birds and The Beads,These ads ran without a disclaimer,≤100,1
1371961449566048,Trajectory Energy Partners,These ads ran without a disclaimer,≤100,1
373361955863868,Inspired By Kamala,Inspired By Kamala,≤100,7
400520360023847,Pakistan Children Relief,These ads ran without a disclaimer,≤100,1
188948967818817,"First Unitarian Church of Memphis, Church of the River",First Unitarian Church of Memphis (The Church of the River),≤100,1
285990388097373,Town of Yucca Valley,Town of Yucca Valley,≤100,3
102559155716933,Dwight Williams Campaign,Dwight Williams Campaign,≤100,2
74783093812,Just Vision,JUST VISION INC,≤100,1
662875203807352,Legal Aid Society of Greater Cincinnati,LEGAL AID SOCIETY OF CINCINNATI,≤100,1
375055595698838,Presidential Debate Simulator,Presidential Debate Simulator,≤100,8
162877630252662,DrewLucci,These ads ran without a disclaimer,≤100,1
113796113925,Fort Bend Chamber of Commerce,Fort Bend Chamber of Commerce,≤100,2
22978725268,Lutheran Social Service of Minnesota,LUTHERAN SOCIAL SERVICE OF MINNESOTA,≤100,1
714585211919366,Mt. Hermon Web TV,Mt. Hermon Web TV,≤100,2
422428094583874,Senator Dave Syverson,Senator Dave Syverson,≤100,2
377361122128913,Santosh for Nashua,Friends of Santosh Salvi,≤100,1
1485414481769787,Survive and Thrive Advocacy Center,"Survive and Thrive Advocacy Center, Inc.",≤100,1
155660214025,Downtown Neighborhood Association of Memphis,Downtown Neighborhood Association of Memphis,≤100,1
190842507655668,"Cohen & Malad, LLP","Cohen & Malad, LLP",≤100,1
156929550847479,Nordstrom for TN,Nordstrom for TN,≤100,1
35922668372,New York Insight Meditation Center,NEW YORK INSIGHT MEDITATION CENTER INC,≤100,1
407531842699311,Patients' Rights Action Fund,These ads ran without a disclaimer,≤100,1
1122154724623209,Rep. Franklin Cooke,Delaware House Democratic Caucus,≤100,1
278142355579235,"Lisa Merkel, Herndon Mayor 2012-2020","Lisa Merkel, Herndon Mayor 2012-2020",≤100,2
246419792217494,Akron Fire Fighters Association Local 330,Akron Fire Fighters Association Local 330,≤100,1
689029457969394,Alliance for Responsible Growth,Alliance for Responsible Growth,≤100,1
243605012672167,Greg Casar,GREG CASAR FOR CONGRESS,≤100,1
1250256735046191,"Nick Smith, Sheriff of Walker County","Re-Elect Nick Smith, Sheriff of Walker County",≤100,1
110830918035962,Hagert for North Dakota House District 20,Hagert for North Dakota House District 20,≤100,1
192732630795577,"City of Aurora, IL, Government",These ads ran without a disclaimer,≤100,1
433289613372428,Rutherford County North Carolina GOP,Rutherford County North Carolina GOP,≤100,1
408973725625702,Committee to Recall John West,Committee to Recall John West,≤100,1
533795616741772,"Miguel Arias, Fresno City Council District 3",Miguel Arias for City Council 2022,≤100,1
129876530204314,Katie Rabenda For Judge,These ads ran without a disclaimer,≤100,1
107295587755102,Randall Nesmith For County Council,Randall Nesmith For County Council,≤100,1
111627923708276,Antwan Phillips for Little Rock City Director,These ads ran without a disclaimer,≤100,1
1352308314901529,Lindenhurst Knights of Columbus Council #794 - OLPH,Lindenhurst Knights of Columbus Council #794 - OLPH,≤100,1
199392297142463,Owen G Costanza -For Village Of Poplar Grove President,Citizens for Owen Costanza,≤100,1
225264170668467,Hal Rounds for Our Educational Future,Friends to Elect Hal Rounds,≤100,1
116487644818051,Steve Rogers for Pleasant Grove City Council,Steve Rogers for Pleasant Grove City Council,≤100,1
211575795534483,The Nature Conservancy in Ohio,NATURE CONSERVANCY,≤100,1
290643353658,"City of Edina, MN (Local Government)",City of Edina,≤100,1
149623038234492,Rosanne Fisher for Justice of the Peace - Republican Candidate-Elect,Rossanne for Justice of The Peace Campaign,≤100,1
108633025568617,Babylon United,Babylon United,≤100,1
1703867833159643,Anchor Within Counseling,These ads ran without a disclaimer,≤100,1
342376408968005,Brown4Benton,Brown4Benton,≤100,1
265481006656992,Krystina Orzechowski,Krystina Orzechowski,≤100,1
361376200402455,Free Pancake Breakfast,Marcia Smith,≤100,2
106776981094050,"The Good, the Bad and the Ugly - Yuma's Community Hospital","The Good, the Bad and the Ugly - Yuma's Community Hospital",≤100,1
105954659026489,Big Mouth Media,Big Mouth Media,≤100,1
111975391926305,Tennessee Faith & Freedom Coalition,Tennessee Faith & Freedom Coalition,≤100,1
175457959175530,Bill George,These ads ran without a disclaimer,≤100,1
125709577467384,Ohioans to Stop Executions,OHIOANS TO STOP EXECUTIONS,≤100,1
1674963542776748,Dan Fister for KY State Representative,Campaign Fund of Daniel Fister,≤100,1
174392405761004,Andy Allen for Chattooga County Commissioner,Andy Allen for Chattooga County Commissioner,≤100,1
104475808005778,Caroline County Republican Women,"Caroline County Republican Central Committee, Bernie Liswell, Treasurer",≤100,1
179713878564871,Maturelion,These ads ran without a disclaimer,≤100,7
101258972834843,Daniel Kowal,"Dan Kowal Collier County Commissioner, District 4",≤100,1
148814645132617,Assembly Minority Leader Will Barclay,NYS Republican Assembly Campaign Committee,≤100,1
10761581531,Montgomery College,Montgomery College Television,≤100,1
