Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
24413227922,Kamala Harris,HARRIS FOR PRESIDENT,17290812,25963
24413227922,Kamala Harris,HARRIS VICTORY FUND,9485105,8566
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",5506177,13110
92021268117,Working America,Working America,3770250,3749
167251659804799,Kamala HQ,HARRIS VICTORY FUND,3480984,6293
908009612563863,NowThis Impact,NowThis Impact,3344839,988
107483817554072,WorkMoney,WorkMoney,3159490,984
104673218071670,Vote Early 2024,TECH FOR CAMPAIGNS,2763456,5046
318975057964832,America PAC,America PAC,2491593,1870
212559768612959,WinSenate,WINSENATE,2470533,697
323544107517320,Future Forward,FF PAC,2427675,931
6958677033,Tim Walz,HARRIS VICTORY FUND,2376225,3797
255594894306221,The Daily Scroll,HARRIS FOR PRESIDENT,2346050,4190
6815841748,Barack Obama,HARRIS VICTORY FUND,2101065,1713
153080620724,Donald J. Trump,Trump National Committee JFC,2091676,790
1721333671443168,Majority Forward,MAJORITY FORWARD,1819161,336
108107432370909,Kalshi - Trade the Headlines,KALSHI INC.,1715861,709
365649789960572,The Voices of Today,HARRIS FOR PRESIDENT,1630923,615
260754507296508,The Voter Participation Center,Voter Participation Center,1614547,24996
1615018905412860,Progressive Turnout Project,PROGRESSIVE TURNOUT PROJECT,1554919,249
114971076538782,The Keystone,The Keystone,1532381,151
103875099042033,DailyWire+,The Daily Wire,1460093,1694
349751891551718,Rally by Relentless,RALLY BY RELENTLESS PBC,1296811,2729
286177181254418,Hard Asset Heroes,Hard Asset Heroes,1251620,318
149509599222913,Californians For Responsible Housing,"NO on 33, Californians for Responsible Housing: A Bi-Partisan Coalition of Affordable Housing Advocates, Taxpayers, Veterans, and Small Businesses, sponsored by California Apartment Association.",1230676,38
103026384819654,How to Vote,Voter Formation Project,1229182,608
106487520883333,Cardinal & Pine,Cardinal & Pine,1218044,171
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,1213484,540
381005185103661,Color the Vote: Black & Brown Edition,Poder Latinx,1171191,849
399431833254128,Right For America PAC,Right for America,1154219,2200
369380279599092,Duty to America,Duty to America PAC,1113906,591
110746996993983,The 'Gander Newsroom,The 'Gander Newsroom,1093986,161
2310488009211056,Poder Latinx,Poder Latinx,1086733,1194
1505244559517282,Colin Allred,COLIN ALLRED FOR SENATE,1081608,493
103910725985046,Forward Blue,Forward Blue,1035507,1467
55549065733,Voto Latino,VOTO LATINO INC.,991432,4307
570092813023833,Matt Walsh,The Daily Wire,969869,468
115013608538775,Yes on Prop 35,Yes On 35 - Protect Our Healthcare,951421,369
1155212867963791,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",920030,1161
156994304362574,American Bridge 21st Century,AB PAC,915936,224
381886251679424,Future Forward USA,Future Forward USA Action,914099,30
344690446467832,The Copper Courier,The Copper Courier,852456,162
297451203462389,Preserve America,PRESERVE AMERICA PAC,839490,57
101688489586527,Yes on 4 Florida,Floridians Protecting Freedom Inc.,838291,167
11465191261,JPMorganChase,"JPMORGAN CHASE BANK, NA",828808,421
1465701377009820,Maga.com,Maga.com,824974,260
103986925248164,Proud Patriotic American,BS Promotions LLC,800869,57
139599847972,National Nurses United,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,780412,168
350316025478383,When We All Vote,When We All Vote,768143,183
20787991568,Senate Democrats,DSCC,750126,592
1576552839287418,Senate Leadership Fund,Senate Leadership Fund,741489,224
447004125160255,Progress 2028,Progress 2028,727124,855
179380691926371,Building America's Future,Americans for Consumer Protection,700055,47
105760061866321,Galvanize Action,Galvanize Action,695481,321
22561081832,NRA Institute for Legislative Action,National Rifle Association Institute for Legislative Action,683286,523
106438637853917,One For All Committee,ONE FOR ALL COMMITTEE,671103,428
370681112796620,Connecticut Dave,WINSENATE,665367,56
153080620724,Donald J. Trump,"TRUMP 47 COMMITTEE, INC.",654694,2156
161517677035264,Facts For Peace,Facts for Peace LLC,631425,158
223279937535149,Yes on Prop 3 - Freedom to Marry CA,EQUALITY CALIFORNIA ISSUES PAC,623259,80
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,619263,713
8382221278,HeadCount,HEAD COUNT INC,606778,937
10461186460,Ben & Jerry's,"BEN & JERRY'S HOMEMADE, INC.",600867,1517
363897706812266,Sendthevote,Send the Vote,595165,4415
19972147679,SEIU,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),590679,773
113595901816074,The Nevadan,The Nevadan,586594,249
103213601095503,ParentsTogether Action,ParentsTogether Action,555585,1543
407079575824565,Maha Alliance,MAHA ALLIANCE,550973,107
102113962612618,Smart & Safe Florida,Smart and Safe Florida,530925,140
121268821249550,World Central Kitchen,World Central Kitchen,529579,209
366836956504946,Vote No on 3,No on 3,518854,212
163734473485371,Unlocking America's Future,Unlocking America's Future,507639,157
215653202574079,Future Majority,"Future Majority, Inc",504705,259
216397232833,Penzeys Spices,Penzeys Ltd,500586,64
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,495769,187
385473284886474,Hillsdale College,Hillsdale College,483833,844
57259033959,AARP,AARP,482585,430
204357292765564,Missourians for Constitutional Freedom,Missourians for Constitutional Freedom,482580,460
123192635089,GOP,REPUBLICAN NATIONAL COMMITTEE,466328,194
358087647388044,Alina Habba,Trump National Committee JFC,460103,804
284946111858895,Debbie Mucarsel-Powell,DEBBIE FOR FLORIDA,459237,347
6266829799,Sherrod Brown,FRIENDS OF SHERROD BROWN,456217,625
428072383714804,Vote Yes on 3 Massachusetts,United for Justice,447056,67
470241276500901,Women Vote,WOMEN VOTE!,445058,47
187005858017014,Climate Power,Climate Power,440112,434
423518777517049,RBG PAC,RBG PAC,435455,111
107970594718636,Publius Quiz,Public Results LLC,430900,458
256455617561226,futurevoice,FutureVoice,429538,40
6781166087,Bob Casey,BOB CASEY FOR SENATE INC,427447,1997
385851161283691,Medicare Advantage Majority,Medicare Advantage Majority,427146,173
105383438736010,The Sentinel Action Fund,Sentinel Action Fund,425623,281
102540204580217,UpNorthNews,UpNorthNews,421431,155
1012679305536045,Elissa Slotkin,Elissa Slotkin for Michigan,414224,467
101147562054748,Voter Formation Project,Voter Formation Project,403818,770
228754857151053,House Majority PAC,HMP,397837,104
106487520883333,Cardinal & Pine,"Courier Newsroom, Inc.",397579,61
192648713924429,Montanans Securing Reproductive Rights,Montanans Securing Reproductive Rights,377936,50
106283878845998,Judicial Fairness PAC,Judicial Fairness PAC,376565,113
474227102732389,Turning Point Action,Turning Point Action,373448,135
303374266418976,AFPM,American Fuel & Petrochemical Manufacturers,363684,138
80892038525,Ohio Democratic Party,OHIO DEMOCRATIC PARTY,359611,119
8501031021,VoteVets,VOTEVETS,353815,56
107258988442129,YES on Question 3 NV,Vote Yes on 3,350396,121
200650357207240,I Love My Freedom,I Love My Freedom,346713,716
362807823584687,Yes On Prop 4,"Yes on Prop 4, Californians for Safe Drinking Water and Wildfire Prevention, Sponsored by Environmental Organizations",343378,177
101165966152,AFL-CIO,AFL-CIO,342833,138
418324948036379,FC PAC,FC PAC,336195,37
69983322463,Ted Cruz,TED CRUZ FOR SENATE,325027,135
319689884555113,Republican State,republican state,320849,1445
18982436812,ACLU,American Civil Liberties Union,320830,505
1338822066131069,Women's March,Women's March,319025,1147
218020061613734,UBS,UBS Financial Services Inc.,316549,23
110316380149,Family Policy Alliance,Family Policy Alliance,315692,58
357600634104310,The Wisco Project,THE WISCO PROJECT PAC,306519,105
192871820586689,Last Best Place PAC,LAST BEST PLACE PAC,292407,72
101579622742246,DemocracyFIRST,DemocracyFIRST,292120,301
104487265233222,JD Vance,Trump National Committee JFC,285451,387
361090793764232,Helping Hands,Helping Hands for Americans Group,284157,583
101704558574021,Lucas Kunce,Lucas Kunce for Missouri,283553,2266
194981393894304,Free Enterprise Alliance,Free Enterprise Alliance,283012,299
179433541931012,Pennsylvania Megaphone,People Power Pennsylvania,282313,253
30914589895,The International Fellowship of Christians and Jews,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",281685,161
1750023331976163,The States Project,THE PAC FOR AMERICA'S FUTURE,276244,38
1411189272541151,"Robert F. Kennedy, Jr",TEAM KENNEDY,276015,44
100684991996307,November Coalition,NOVEMBER COALITION,272646,39
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,270084,2558
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,267373,257
8934429638,Planned Parenthood Action,Planned Parenthood Votes,267360,66
1435071773455316,Daily Wire,The Daily Wire,265198,152
23790541544,Democrats,DCCC,263158,378
18079407397,CPAC,AMERICAN CONSERVATIVE UNION,262130,250
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,260931,357
169597416843751,Stand Up America,Stand Up America,257377,54
185997467933016,The Tech Prophet,The Tech Prophet,252869,429
236346249566038,Voters First Colorado,Colorado Voters First,252806,28
309798029121030,Everytown for Gun Safety,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),250302,99
414738405048167,Vote To Live,Vote to Live Action Fund,248711,67
442964762229147,Ohioans for Judicial Integrity,OHIOANS FOR JUDICIAL INTEGRITY,247090,16
6250307292,Washington Post,Washington Post,243713,223
282299904972584,Getting Help in America,Getting Help in America,242884,711
8492293163,Environmental Defense Fund,Environmental Defense Fund,242007,631
100449249509883,David Miles Hogg,LEADERS WE DESERVE,241482,403
39813692310,Michigan Democratic Party,Michigan Democratic State Central Committee,239632,245
120282284502763,Montana Updates,MONTANANS FOR TESTER,239490,145
223055747744143,Beto O'Rourke,Powered By People,238869,855
172758932738142,PhRMA,PhRMA,236269,242
107391351117812,National Women's Law Center Action Fund,National Women's Law Center Action Fund,235596,142
451560151367141,FF PAC,FF PAC,235073,265
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",231216,218
769672130075351,Red Wine and Blue,Red Wine & Blue,230452,1768
171287339973880,LCV Victory Fund,LCV VICTORY FUND,229788,34
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,223032,184
118802984645347,Stand with Crypto,"Stand with Crypto Alliance, Inc.",222994,95
210598158304,Tucker Carlson,"Last Country, Inc.",220718,19
307329429129904,Investing in Arkansas,Investing in Arkansas,219656,79
437135909481862,Outsourcing Dave McCormick,LCV VICTORY FUND,219081,8
100226929439484,Stop Houston Murders PAC,Stop Houston Murders PAC,218583,72
114971076538782,The Keystone,"Courier Newsroom, Inc.",215363,51
6476528946,NAACP,National Association for the Advancement of Colored People (NAACP),214614,345
395723566958472,vote.pa,Commonwealth Communications,214021,152
104856814505092,The Kids Guide,The Kids Guide,212495,45
203805062990264,Ben Shapiro,The Daily Wire,210467,245
348592111669859,What's Up With Hate,"Foundation to Combat Anti-Semitism, Inc.",210078,20
18982436812,ACLU,American Civil Liberties Union Foundation,209536,139
304600892905134,Hillsdale College Online Courses,Hillsdale College,205795,835
141072965762934,Steve Garvey,STEVE GARVEY FOR US SENATE,205130,78
161183970656851,Ruben Gallego,Gallego for Arizona,205121,24
101707049691631,Arizona for Abortion Access,Arizona for Abortion Access,204126,129
484014708397546,Republic Restoratives Distillery,REPUBLIC RESTORATIVES INC,201952,36
161183970656851,Ruben Gallego,GALLEGO FOR ARIZONA,201859,190
137740286276587,Planned Parenthood Affiliates of California,Planned Parenthood Affiliates of California,201490,47
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC.",198749,1446
103075334816156,UFCW Votes,UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION,195695,236
92925746942,Judicial Watch,Judicial Watch,194351,131
205395906412,UAW International Union,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AM",191493,681
127225910653607,PragerU,PragerU,190235,724
1161149614064908,Welcome PAC,WELCOMEPAC,189911,174
96935476345,Democratic Governors Association (DGA),"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",187285,290
1632814840319802,John Fetterman,Fetterman for PA,183816,772
154561574598964,White Coat Waste Project,THE WHITE COAT WASTE PROJECT INC,183581,176
425797683954167,Vote Together,DCCC,181372,105
33110852384,Doctors Without Borders/Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières USA,180970,821
6476528946,NAACP,Priorities USA and NAACP Empowerment Programs Inc,180303,23
19437978960,Chris Murphy,FRIENDS OF CHRIS MURPHY,179249,80
210820618956311,Community Change Action,Community Change Voters,178613,144
70874333603,CatholicVote,CatholicVote,175396,96
403944229464930,The Ppls Label,The Ppls Label,174167,643
388854767648830,Voters of These 50 States of America,VOTERS OF THESE 50 STATES OF AMERICA,173874,3
271334569394073,The Morning Mirror,Star Spangled Media LLC,173345,183
442159053368561,Women Speak Out PAC,WOMEN SPEAK OUT PAC,172912,310
109092142462587,Adam Schiff,SCHIFF FOR SENATE,171464,51
160658967396083,Lyft,"LYFT, INC.",171184,34
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,169684,231
1942520902707477,Care in Action US,"CARE IN ACTION PAC (45 BROADWAY, SUITE 320, NEW YORK, NY 10006) AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. CARE IN ACTION PAC IS RESPONSIBLE FOR THE CONTENT OF THIS COMMUNICATION.",169060,132
106667474170866,A Better Wisconsin Together,"A Better Wisconsin Together, Inc.",167356,312
1639268889632976,Sling TV,Sling TV,167007,27
430451826816872,Colorado Way Forward,COLORADO WAY FORWARD,165733,57
105987729268965,Begins with Home,Non-Profit Housing Association of Northern California,165605,83
529594453913030,Lara Trump,Trump National Committee JFC,165479,200
115172918146348,PatriotAddict.com,PatriotAddict.com,165072,332
116456878395137,American Crossroads,AMERICAN CROSSROADS,164672,43
394243967107468,Protect Your Vote Nevada,Protect Your Vote Nevada,162793,216
100253839283075,BVM Action PAC,Black Voters Matter Action PAC,162134,91
536802033366169,Exodus,"EXODUS MOVEMENT, INC.",161842,170
160513344045084,John Neely Kennedy,"John Kennedy for Us, Inc",161320,154
372355942632922,Arizona Power PAC,Arizona Power PAC,158383,15
49651563727,Live Action,Live Action,158020,200
316769131522344,Right Vote,Right Vote Inc,158002,61
388612427662965,NO on Measure 118 - Defeat the Costly Tax on Sales,Defeat the Costly Tax on Sales,157753,392
5550296508,CNN,CNN,156784,53
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,156523,674
167586229923327,World Food Program USA,World Food Program USA,156268,405
105888637873701,House Republican Campaign Committee,House Republican Campaign Committee,155787,569
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,155573,28
121794934360343,Eugene Vindman for Congress,Vindman for Congress,155040,109
290631594122768,Red White and Blue Zone,Red First,154786,707
102285329198016,Building a Stronger Illinois,Democrats for the Illinois House,153566,88
107661474402498,United Patriot,United Patriot,151729,874
359871280543597,Florida Future Leaders,Florida Future Leaders,151083,58
319306375177850,Priorities USA,Priorities USA,150283,471
106958478798591,Will Of The People Arizona,Will of the People,149722,190
1942520902707477,Care in Action US,"Care in Action, Inc., 45 Broadway, Suite 320, New York, NY 10006. Not authorized by any candidate or candidate’s committee.",149376,63
7357041101,Tammy Baldwin,TAMMY BALDWIN FOR SENATE,148218,420
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,147813,20
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",145332,66
143192552213681,Tucker Carlson Network,"Last Country, Inc.",144556,14
113819843492581,Somos Votantes,Somos Votantes and Priorities USA,144516,186
6316744206,Jon Tester,MONTANANS FOR TESTER,142778,99
111030864973008,Voters Not Politicians Education Fund,Voters Not Politicians Education Fund,142549,140
468389909680124,NO on Amendment 2 - The Deceptive Online Gambling Amendment,Missourians Against the Deceptive Online Gambling Amendment,142374,53
101525041616176,Power the Polls,Power The Polls,141416,3272
326293243908466,Headlines 2024,HARRIS FOR PRESIDENT,140662,124
119875179042,Josh Stein,JOSH STEIN FOR NORTH CAROLINA,139553,169
196830726838033,Yes on Question 4 Massachusetts,Massachusetts for Mental Health Options,139346,35
245152248690474,Nebraska Railroaders for Public Safety,Nebraska Railroaders for Public Safety,138890,266
110746996993983,The 'Gander Newsroom,"Courier Newsroom, Inc.",138672,52
341314749054922,Winning for Missouri Education,Winning for Missouri Education,135521,26
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,134489,449
155923197614097,Trisha Calvarese for Colorado,TRISHA 4 COLORADO,133125,44
111588141207502,Tamie US Congress,TAMIE WILSON FOR US,132682,137
115415064388243,Brett Cooper,The Daily Wire,132040,112
110404895413069,RightCount,RightCount Inc,131442,72
397387806786922,Shop Blue Wave,Blue Land Partners LLC,131268,143
45169169993,Planned Parenthood of Minnesota Political Action Fund,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,130399,97
228754857151053,House Majority PAC,House Majority PAC,130351,139
6204742571,Sierra Club,SIERRA CLUB,129759,198
15771560300,Earthjustice,EARTHJUSTICE,128994,570
58086368672,The Arizona Chamber of Commerce & Industry,Arizona Chamber Moving Arizona Forward PAC. Not authorized by any candidate or candidate committee.,128210,187
113318901345595,Proud Patriots,Proud Patriots,127622,324
404260026112103,Patriot Bonanza,Patriot Benefits Group,126038,483
386932504505378,Montana Senior Vote Action Fund,MONTANA SENIOR VOTE ACTION FUND,125864,22
18813753280,Human Rights Campaign,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,124656,192
725736457444853,American Encore,American Encore,124076,72
141774129212238,Michigan Secretary of State's Office,Michigan Department of State,122532,39
424180717442783,Yes on 5,Yes on 5,122481,81
441353119054344,Measure G,Yes on G – Communities United Action Fund (nonprofit 501(c)(4)),121407,17
111394887995363,Will Rollins,WILL ROLLINS FOR CONGRESS,120740,108
101387960393283,Nassau First,Nassau County Republican Committee,119315,56
431744650466,Chevron,CHEVRON CORPORATION,119232,111
103667555539265,Climate Emergency Advocates,Climate Emergency Advocates,119036,116
105355541639242,Modern Market,Modern Market,119030,101
1640974916008350,LIBRE Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",118511,165
1949440971937523,Maine Voter Info,MAINE DEMOCRATIC PARTY,118465,157
175886458122,People's Action,PEOPLE'S ACTION POWER,117323,14
105458184606384,Students for Voting Justice Internship Program,Center for Common Ground,117075,301
450818121436711,House Victory Fund,"House Victory Fund. Major funding provided by: The Arizona Chapter of the Associated General Contractors of America, Inc., TYR Tactical, and Elijah Norton. Not authorized by any candidate.",117033,259
1797087313938555,Pat Ryan,PAT RYAN FOR CONGRESS,116501,68
116241934828474,PragerU Kids,PragerU Kids,116051,67
109807658885522,Dan Osborn for Senate,Osborn for Senate,116014,180
110867808765700,Gay For Congress,GAY VALIMONT FOR CONGRESS,115086,99
100299569445396,Illinois Forward,Democrats for the Illinois House,114887,72
9182608316,California Democratic Party,CALIFORNIA DEMOCRATIC PARTY,114633,76
116732094350533,TogetherSF Action,Togethersf Action,114468,76
309308412520731,Sandy Hook Promise,Sandy Hook Promise,114447,151
7860876103,Joe Biden,HARRIS VICTORY FUND,113985,255
251769592193596,Minnesota Values Campaign,DFL House Caucus,112213,188
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,112191,187
250296014831508,GOA Victory Fund,GOA Victory Fund,112037,202
131265633407255,Derek Tran for Congress,Derek Tran for Congress,111973,209
104487265233222,JD Vance,"TRUMP 47 COMMITTEE, INC.",111341,862
102459711431164,Center for Voter Information,Center For Voter Information,110735,341
329714536894821,League of American Workers,League of American Workers,110656,25
115852244762685,Sports Betting Alliance,Sports Betting Alliance,110046,206
46093654473,National Republican Congressional Committee,NRCC,109858,72
107553074295243,Climate Vote MN,Climate Vote MN,109515,78
150307174826983,United Benefits for Veterans,United Benefits for Veterans,109066,199
126498287375611,Michigan League of Conservation Voters,Conservation Voters of Michigan PAC,108143,96
100119981671668,Blue Senate,BLUE SENATE PAC,108031,100
117914551249533,Autopilot - copy politicians' trades,Autopilot - copy politicians' trades,107720,29
145127732025252,Battleground New York,Battleground New York,107301,102
100508871826717,DAGA PLP North Carolina,DAGA North Carolina People's Lawyer Project,106895,18
390216184173804,Revitalize San Francisco,"Revitalize SF, Yes on M, small businesses, tech companies, and business groups",105320,271
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,104616,783
22092443056,Starbucks,Starbucks Corporation,104540,52
340912209114985,Yes on Proposition 2,"Yes on Prop 2, sponsored by nonprofit education, labor and business associations",104327,72
201938556343076,Zeam,Zeam,104060,252
211656532039391,Neighbors For Results,"Neighbors for Results, www.neighborsforresults.com. Not authorized by any candidate or candidate’s committee",103971,46
868259909915525,Susie Lee,SUSIE LEE FOR CONGRESS,103597,322
309916152200774,Yes on Measure A,"Experts United for Homelessness and Housing Solutions, a Coalition of Nonprofit Organizations and Housing Advocates",103083,157
113668017062690,Citizens For Free Enterprise,Citizens for Free Enterprise and not authorized by any candidate or candidate’s committee. www.citizensforfreeenterprise.com,102267,83
246003461923078,Vote No on 4 Florida,Florida Voters Against Extremism,102150,45
23978156246,UnidosUS,UnidosUS,101931,109
279199585602,Asian Pacific Islander American Vote (APIAVote),APIAVote,101875,171
119266444600311,Nevadans For Reproductive Freedom,Nevadans for Reproductive Freedom,101365,249
205826147784,New Hampshire Democratic Party,New Hampshire Democratic Party,100518,16
105833774431856,Asian Pacific Islander Political Alliance,Asian Pacific Islander Political Alliance,100260,38
361229977084812,In Our Own Voice Action Fund,In Our Own Voice Action Fund,100161,63
446477178540181,The Commander,Ad Doctor LLC,100111,1395
102447628100658,Putting Alaskans First Committee,Putting Alaskans First Committee,100040,62
214290575254718,BASF,BASF CORPORATION,100018,8
2402363126456972,Way to Win Action Fund,WAY TO WIN,99888,42
109719561628977,Winning Team Publishing,Winning Team Publishing,99824,44
946581638742571,Maine Senate Republican Campaign,Maine Senate Republicans,99648,66
2175527029335218,Californians to Protect Affordable Housing,"No on Prop 33, Californians to Protect Affordable Housing",99256,18
376776419037747,Turning Point USA,"Turning Point USA, Inc.",98546,144
127243513807877,Daniel Lurie,Daniel Lurie for Mayor 2024,98342,108
102540204580217,UpNorthNews,"Courier Newsroom, Inc.",98255,38
410679192120733,EDF Action Votes,EDF ACTION VOTES,98215,21
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,97966,125
2035155006711942,Drug Enforcement Administration - DEA,Drug Enforcement Administration,97500,6
100511632833476,We Believe,We Believe,97461,127
60449667441,Family Research Council,FAMILY RESEARCH COUNCIL,97389,187
473191156175163,EDF Action,Environmental Defense Action Fund,97305,33
435273339668334,Communities United Action Fund,Communities United Action Fund,96933,104
215968684159,AFT,AFT,96813,170
1428283027462702,Restoration of America,Restoration PAC,96409,142
1476623265909250,Chispa AZ,Chispa AZ,96327,116
8225139261,New York Republican State Committee,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,96194,465
105833774431856,Asian Pacific Islander Political Alliance,API PA Votes,96082,13
86880509778,AARP North Carolina,AARP,95210,21
102599916019541,Americans For Prosparody,A4PP INC,95145,43
20531316728,Facebook,These ads ran without a disclaimer,94930,4
138920486202280,VOTE411,League of Women Voters Education Fund,94684,163
144791082045401,Mo Green for NC,Mo Green for NC,94162,106
101309195074880,Polymarket,BLOCKRATIZE INC,93462,55
293323930540817,Yes on 117,"Yes on 117, PAC ID 23789",92652,257
340997965773316,Project 26 Pennsylvania,Project 26 Pennsylvania,92303,42
252375344865979,House Republican Campaign Committee,HRCC,92232,154
103552914774916,Science Moms,Potential Energy Coalition Inc,92203,250
296680801734,Dr. James Dobson's Family Talk,Dr. James Dobson's Family Talk,92086,129
130649380316821,Fair Elections Center,FAIR ELECTIONS CENTER,90977,206
245711905631405,Jeff Jackson,Jeff Jackson for Attorney General,90617,30
109649198271852,Power to the Polls WI,"Power to the Polls, Inc.",90224,23
386445684561356,Granite State Voices,Committee to Elect House Democrats,89825,444
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",89588,328
101930078867933,CA Energy LMC,California Energy & Infrastructure Labor Management Cooperation Trust,89092,9
302182941354,AARP Advocates,AARP,88370,50
287938997744268,For Michigan,FOR MICHIGAN,87882,104
388547605724,Richard Neal,RICHARD E NEAL FOR CONGRESS COMMITTEE,87867,5
279085498856,AARP Georgia,AARP,87820,13
235129733297613,Florida Agency for Health Care Administration,Florida Agency for Health Care Administration,87658,20
2080912098808166,Fani Willis,FANI WILLIS FOR DISTRICT ATTORNEY,87651,33
104107788684988,Tom Klingenstein,TomKlingenstein.com,86053,23
364885390043295,Fix Our City SF,Fix Our City SF,86051,215
109807658885522,Dan Osborn for Senate,OSBORN FOR SENATE,85760,14
221304365015968,Dave Min,DAVE MIN FOR CONGRESS,85588,156
322553044474863,Office of the Texas Secretary of State,Office of the Texas Secretary of State,85470,87
341041759088683,Voters for Cures,Voters for Cures,85409,9
27670195475,Alliance for a Better Minnesota,Alliance for a Better Minnesota State PAC,85344,9
298189316703018,The Real Tim Sheehy,MONTANANS FOR TESTER,85074,22
101991246069726,Secure Democracy Foundation,SDFoundation,84827,147
492560797264254,Deep State Declassified,VOTERS OF THESE 50 STATES OF AMERICA,84667,9
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),84641,581
261663760956534,America First Works,America First Works,84243,12
350914689303,AARP Iowa,AARP,83937,12
118121841377681,"Reproductive Freedom for All, formerly NARAL Pro-Choice America",NARAL PRO-CHOICE AMERICA,83895,179
317715676043,Conservation Voters of Pennsylvania,Conservation Voters of PA Victory Fund,83803,28
104500055741029,The Free Press,RUNAWAY MEDIA INC,83754,40
395723566958472,vote.pa,Stand Up America,83329,3
101106401649071,California Working Families Party,California Working Families Party,83224,64
341474199170,AARP Montana,AARP,83113,3
100494606092644,End The Wokeness,End The Wokeness,83055,45
14440196673,Teamsters,Teamsters,82861,21
373885672484021,Coalition for Prosperous Communities,Coalition for Prosperous Communities Inc.,82676,8
339356999260435,A Better Wisconsin Together Action,A Better Wisconsin Together Action,82293,36
5435784683,Greenpeace USA,"GREENPEACE, INC.",82247,428
9351652533,Maria Cantwell,FRIENDS OF MARIA,82082,27
1811804615714263,Darshana Patel,Patel for Assembly 2024,82007,110
103597034685122,Vote Like A Madre,Latino Victory Project,81373,476
20446254070,Business Insider,USAFACTS GROUP LLC,81302,10
100415861455162,myvotemyhealth,"Project West Media, Inc",81286,110
495170667357093,Electronic Payments Coalition,ELECTRONIC PAYMENTS COALITION INC,81202,14
17432811417,Working Families Party,Working Families Party National Political Action Committee,81077,41
380897048437417,National HOPE Alliance,National Hope Alliance,80790,139
2646326642260384,New Hampshire Senate Republicans,New Hampshire Senate Republicans,80711,287
387906871081210,Duty to America,Duty to America,80000,95
40094923604,ACLU of Texas,ACLU FOUNDATION OF TEXAS INC,79823,284
1879723575578767,America's Future Majority Fund,America's Future Majority Fund,79688,198
455362921562545,American Exploration & Production Council,American Exploration & Production Council Inc,78977,61
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,78749,156
116850341317501,GOP Gear,Red First,78706,1494
192771954102960,Jordan Sekulow,American Center for Law and Justice,78639,274
1382324075163245,Forward Majority,FORWARD MAJORITY ACTION,78554,43
403687159484377,"Working Families, First Responders, and Small Businesses for Nathan Hochman","Working Families, First Responders, and Small Businesses for a Safer LA County Supporting Hochman for District Attorney 2024 sponsored by Association for Los Angeles Deputy Sheriffs",78544,46
100346689495660,Pete's Pranks,Petes Pranks,78467,282
402382362966795,Vote NO on Prop 1,Vote NO on Prop One Committee,78030,100
8321461609,MomsRising.org,MomsRising Together,77886,101
219242560293,Meals on Wheels America,Meals On Wheels America,77025,135
